,Unnamed: 0,index,Nama Pemaju,Kod Pemaju,No. Lesen,Tarikh Mula Lesen,Tarikh Tamat Lesen,No. Telefon,Emel,Laman Web,Kod Pemajuan,Status Projek (Keseluruhan),No. Permit,Tarikh Mula Permit,Tarikh Tamat Permit,Harga Bermula,Keluasan,Jenis Rumah,Bil. Tingkat,Bil. Bilik,Bil. Tandas,Keluasan Binaan (mps),Bil. Unit,Anggaran Baki Unit,Harga Minimum (RM),Harga Maksimum (RM),Peratus Sebenar %,Location,Address,Link,Website Location,Unnamed: 0.1
574,111,1 9 5 2 1 - 1 - T A M A N   P E R U M A H A N   S U N G A I   S E R A I,KOPERASI WARISAN KELUARGA OTHMAN KUALA TERENGGANU BERHAD,19521,19521/11-2025/1401(R),30 Nov 2022,29 Nov 2025,096229189,kowaman13.properties@gmail.com,-,"19521-1,",BERJALAN LANCAR,19521-1/11-2022/03405(P),30 Nov 2021,29 Nov 2022,"RM 298,000.00",0.00mps - 116.00mps,RUMAH BERKEMBAR,1.0,0,0,116,8.0,8.0,"298,000.00","330,000.00",80.0,"[""5.178870, 103.124428""]",,https://teduh.kpkt.gov.my/project-swasta/19521-1,"(428, '19521-1')",111.0
575,112,1 9 5 9 1 - 1 - k o p e r a s i   p e k e r j a   s y a r i k a t   w a n   z a m r i   t e r e n g g a n u   b e r h a d,KOPERASI PEKERJA SYARIKAT WAN ZAMRI TERENGGANU BERHAD,19591,19591/01-2026/0613(A),28 Jan 2023,27 Jan 2026,6096241150,wanzamri62@yahoo.com.my,-,"19591-1,",BERJALAN LANCAR,19591-1/01-2023/01179(P),28 Jan 2022,27 Jan 2023,"RM 250,000.00",0.00mps,RUMAH BERKEMBAR,1.0,0,0,0,14.0,14.0,"250,000.00","280,000.00",76.43,"[""5.532296, 102.912708""]",,https://teduh.kpkt.gov.my/project-swasta/19591-1,"(411, '19591-1')",112.0
576,113,1 9 5 9 1 - 1 - k o p e r a s i   p e k e r j a   s y a r i k a t   w a n   z a m r i   t e r e n g g a n u   b e r h a d,KOPERASI PEKERJA SYARIKAT WAN ZAMRI TERENGGANU BERHAD,19591,19591/01-2026/0613(A),28 Jan 2023,27 Jan 2026,6096241150,wanzamri62@yahoo.com.my,-,"19591-1,",BERJALAN LANCAR,19591-1/01-2023/01179(P),28 Jan 2022,27 Jan 2023,"RM 250,000.00",0.00mps,RUMAH SESEBUAH,1.0,0,0,0,2.0,2.0,"350,000.00","370,000.00",75.0,"[""5.532296, 102.912708""]",,https://teduh.kpkt.gov.my/project-swasta/19591-1,"(411, '19591-1')",113.0
577,114,1 9 6 6 6 - 1 - Y E L   G R E E N L A N D   B U I L D E R S   S D N .   B H D .,YEL GREENLAND BUILDERS SDN. BHD.,19666,19666/05-2025/0362(R),19 Apr 2022,04 May 2025,-,-,-,"19666-1,",SIAP DENGAN: CCC PENUH,19666-1/05-2022/01982(P),05 May 2021,04 May 2022,"RM 468,000.00",148.62mps - 212.58mps,RUMAH BERKEMBAR,2.0,0,0,213,6.0,0.0,"738,000.00","768,000.00",100.0,"[""4.741135, 103.418924""]",,https://teduh.kpkt.gov.my/project-swasta/19666-1,"(375, '19666-1')",114.0
578,115,1 9 6 6 6 - 1 - Y E L   G R E E N L A N D   B U I L D E R S   S D N .   B H D .,YEL GREENLAND BUILDERS SDN. BHD.,19666,19666/05-2025/0362(R),19 Apr 2022,04 May 2025,-,-,-,"19666-1,",SIAP DENGAN: CCC PENUH,19666-1/05-2022/01982(P),05 May 2021,04 May 2022,"RM 468,000.00",148.62mps - 212.58mps,RUMAH TERES,2.0,0,0,149,18.0,4.0,"468,000.00","699,000.00",100.0,"[""4.741135, 103.418924""]",,https://teduh.kpkt.gov.my/project-swasta/19666-1,"(375, '19666-1')",115.0
579,116,1 9 6 7 2 - 2 - D E S A   B U C H U   U T A M A,RBI PROPERTIES SDN. BHD.,19672,19672/01-2026/0116(R),08 Jan 2023,07 Jan 2026,-,-,-,"19672-2,",SAKIT,19672-2/01-2024/0617(R)-(L),08 Jan 2023,07 Jan 2024,"RM 220,000.00",90.85mps - 113.46mps,RUMAH TERES,1.0,0,0,91 - 113,23.0,1.0,"220,000.00","310,000.00",92.5,"[""5.444993, 103.038452""]",,https://teduh.kpkt.gov.my/project-swasta/19672-2,"(466, '19672-2')",116.0
580,117,"1 9 8 0 5 - 2 - P E R U M A H A N   L O T   P T 1 1 9 7 5 ,   T A M A N   K I J A L   M E R A G A   1",KEMAJUAN DERAS SDN. BHD.,19805,19805/12-2027/1499(A),07 Dec 2022,06 Dec 2027,-,-,-,"19805-2,",BERJALAN LANCAR,19805-2/08-2025/0938(N)-(L),21 Aug 2023,20 Aug 2025,"RM 263,333.00",84.00mps,RUMAH TERES,1.0,3,2,84,14.0,13.0,"263,333.00","320,000.00",45.0,"[""4.356503, 103.463500""]",,https://teduh.kpkt.gov.my/project-swasta/19805-2,"(451, '19805-2')",117.0
581,118,1 9 9 5 7 - 1 - I B A I   M U T I A R A,KUALA IBAI PROPERTY SDN. BHD.,19957,19957/08-2025/1261(R),14 Aug 2022,13 Aug 2025,-,-,-,"19957-1,",BERJALAN LANCAR,19957-1/08-2022/0520(P),14 Aug 2020,13 Aug 2022,"RM 531,468.00",157.38mps - 254.00mps,RUMAH SESEBUAH,2.0,0,0,252,18.0,18.0,"682,800.00","1,752,278.40",16.39,"[""5.275646, 103.154918""]",,https://teduh.kpkt.gov.my/project-swasta/19957-1,"(440, '19957-1')",118.0
582,119,1 9 9 5 7 - 1 - I B A I   M U T I A R A,KUALA IBAI PROPERTY SDN. BHD.,19957,19957/08-2025/1261(R),14 Aug 2022,13 Aug 2025,-,-,-,"19957-1,",BERJALAN LANCAR,19957-1/08-2022/0520(P),14 Aug 2020,13 Aug 2022,"RM 531,468.00",157.38mps - 254.00mps,RUMAH SESEBUAH,1.0,0,0,254,14.0,14.0,"877,206.00","1,680,483.20",15.36,"[""5.275646, 103.154918""]",,https://teduh.kpkt.gov.my/project-swasta/19957-1,"(440, '19957-1')",119.0
583,120,1 9 9 5 7 - 1 - I B A I   M U T I A R A,KUALA IBAI PROPERTY SDN. BHD.,19957,19957/08-2025/1261(R),14 Aug 2022,13 Aug 2025,-,-,-,"19957-1,",BERJALAN LANCAR,19957-1/08-2022/0520(P),14 Aug 2020,13 Aug 2022,"RM 531,468.00",157.38mps - 254.00mps,RUMAH BERKEMBAR,2.0,0,0,157,4.0,4.0,"531,468.00","597,888.00",20.0,"[""5.275646, 103.154918""]",,https://teduh.kpkt.gov.my/project-swasta/19957-1,"(440, '19957-1')",120.0
584,121,1 9 9 5 7 - 1 - I B A I   M U T I A R A,KUALA IBAI PROPERTY SDN. BHD.,19957,19957/08-2025/1261(R),14 Aug 2022,13 Aug 2025,-,-,-,"19957-1,",BERJALAN LANCAR,19957-1/08-2022/0520(P),14 Aug 2020,13 Aug 2022,"RM 531,468.00",157.38mps - 254.00mps,RUMAH BERKEMBAR,1.0,0,0,161,4.0,4.0,"597,888.00","597,888.00",20.0,"[""5.275646, 103.154918""]",,https://teduh.kpkt.gov.my/project-swasta/19957-1,"(440, '19957-1')",121.0
585,122,1 9 9 7 8 - 1 - A N T A R A   T R O P I K A   S D N .   B H D .,ANTARA TROPIKA SDN. BHD.,19978,19978-1/09-2022/0608(L),10 Sep 2020,09 Sep 2022,0133806527,bart_akmal@yahoo.com,-,"19978-1,",BERJALAN LANCAR,19978-1/09-2022/0608(P),10 Sep 2020,09 Sep 2022,"RM 304,000.00",0.00mps,RUMAH BERKEMBAR,1.0,0,0,0,10.0,10.0,"304,000.00","382,000.00",67.0,"[""4.776477, 103.383441""]",,https://teduh.kpkt.gov.my/project-swasta/19978-1,"(434, '19978-1')",122.0
586,123,1 9 9 7 8 - 1 - A N T A R A   T R O P I K A   S D N .   B H D .,ANTARA TROPIKA SDN. BHD.,19978,19978-1/09-2022/0608(L),10 Sep 2020,09 Sep 2022,0133806527,bart_akmal@yahoo.com,-,"19978-1,",BERJALAN LANCAR,19978-1/09-2022/0608(P),10 Sep 2020,09 Sep 2022,"RM 304,000.00",0.00mps,RUMAH SESEBUAH,1.0,0,0,0,18.0,18.0,"477,000.00","607,000.00",43.33,"[""4.776477, 103.383441""]",,https://teduh.kpkt.gov.my/project-swasta/19978-1,"(434, '19978-1')",123.0
587,124,2 0 0 5 2 - 1 - M E R A C R E M   D E V E L O P M E N T   S D N .   B H D .,MERACREM DEVELOPMENT SDN. BHD.,20052,20052/01-2024/002(A),05 Jan 2022,04 Jan 2024,098587766,meracremdsb@gmail.com,-,"20052-1,",SIAP DENGAN: CCC PENUH,20052-1/02-2023/0142(A)-(L),24 Feb 2021,23 Feb 2023,"RM 216,000.00",90.70mps,RUMAH TERES,1.0,0,0,91,15.0,0.0,"216,000.00","300,000.00",100.0,"[""4.371100, 103.457700""]",,https://teduh.kpkt.gov.my/project-swasta/20052-1,"(379, '20052-1')",124.0
588,125,2 0 0 5 2 - 2 - M E R A C R E M   D E V E L O P M E N T   S D N .   B H D .,MERACREM DEVELOPMENT SDN. BHD.,20052,20052/01-2024/002(A),05 Jan 2022,04 Jan 2024,098587766,meracremdsb@gmail.com,-,"20052-2,",SAKIT,20052-2/05-2023/0489(A)-(L),29 May 2021,28 May 2023,"RM 364,000.00",117.23mps,RUMAH BERKEMBAR,1.0,0,0,117,8.0,0.0,"364,000.00","397,600.00",97.5,"[""4.345700, 103.466700""]",,https://teduh.kpkt.gov.my/project-swasta/20052-2,"(473, '20052-2')",125.0
589,126,2 0 0 5 2 - 3 - M E R A C R E M   D E V E L O P M E N T   S D N .   B H D .,MERACREM DEVELOPMENT SDN. BHD.,20052,20052/01-2024/002(A),05 Jan 2022,04 Jan 2024,098587766,meracremdsb@gmail.com,-,"20052-3,",BERJALAN LANCAR,20052-3/01-2024/002(A)-(L),05 Jan 2022,04 Jan 2024,"RM 264,200.00",82.13mps,RUMAH TERES,1.0,0,0,82,18.0,0.0,"264,200.00","380,000.00",90.0,"[""4.347100, 103.477800""]",,https://teduh.kpkt.gov.my/project-swasta/20052-3,"(406, '20052-3')",126.0
590,127,2 0 0 5 2 - 4 - P R O J E K   C A D A N G A N   M E M B I N A   D A N   M E N Y I A P K A N   2 5   U N I T   R U M A H   T E R E S   S E T I N G K A T   D I   A T A S   P T   1 0 7 7 4   ( H S M   6 7 5 1 )   -   P T   1 0 7 9 8   ( H S M   6 7 7 5 )   D I   M U K I M   T E L U K   K A L U N G   D A E R A H   K E M A M A N   T E R E N G G A N U .,MERACREM DEVELOPMENT SDN. BHD.,20052,20052/01-2024/002(A),05 Jan 2022,04 Jan 2024,098587766,meracremdsb@gmail.com,-,"20052-4,",BERJALAN LANCAR,20052-4/01-2025/0050(N)-(L),15 Jan 2023,14 Jan 2025,"RM 242,000.00",108.80mps - 129.00mps,RUMAH TERES,1.0,0,0,109 - 129,25.0,11.0,"242,000.00","359,000.00",51.2,"[""4.304600, 103.475000""]",,https://teduh.kpkt.gov.my/project-swasta/20052-4,"(412, '20052-4')",127.0
591,128,2 0 0 5 8 - 1 - T U A H   M U H I B B A H   B I N A     S D N .   B H D .,TUAH MUHIBBAH BINA SDN. BHD.,20058,20058/03-2026/0165(R),02 Mar 2023,01 Mar 2026,0125358056,tuahmuhibbahbina@gmail.com,-,"20058-1,",SAKIT,20058-1/03-2023/0166(A)-(L),02 Mar 2021,01 Mar 2023,"RM 299,000.00",97.42mps,RUMAH TERES,1.0,0,0,97,17.0,0.0,"299,000.00","399,000.00",92.5,"[""5.674500, 102.595944""]",,https://teduh.kpkt.gov.my/project-swasta/20058-1,"(388, '20058-1')",128.0
592,129,2 0 0 7 0 - 1 - D E S A   A L   G H A Z A L I,ALTAF BUILDERS SDN. BHD.,20070,20070/01-2027/0075(R),26 Jan 2024,25 Jan 2027,-,-,-,"20070-1,",SAKIT,20070-1/03-2024/0515(R)-(L),13 Mar 2023,12 Mar 2024,"RM 350,000.00",127.00mps,RUMAH BERKEMBAR,1.0,0,0,127,20.0,3.0,"350,000.00","390,000.00",97.5,"[""5.783554, 102.566122""]",,https://teduh.kpkt.gov.my/project-swasta/20070-1,"(447, '20070-1')",129.0
593,130,2 0 0 7 0 - 2 - T A M A N   W I S T E R I A,ALTAF BUILDERS SDN. BHD.,20070,20070/01-2027/0075(R),26 Jan 2024,25 Jan 2027,-,-,-,"20070-2,",LEWAT,20070-2/01-2024/69(A)-(L),26 Jan 2022,25 Jan 2024,"RM 310,000.00",104.00mps - 111.00mps,RUMAH TERES,1.0,0,0,104 - 111,29.0,13.0,"310,000.00","358,000.00",80.0,"[""5.765364, 102.540438""]",,https://teduh.kpkt.gov.my/project-swasta/20070-2,"(469, '20070-2')",130.0
594,131,2 0 0 7 0 - 3 - T A M A N   T E R A T A I   I N D A H,ALTAF BUILDERS SDN. BHD.,20070,20070/01-2027/0075(R),26 Jan 2024,25 Jan 2027,-,-,-,"20070-3,",BERJALAN LANCAR,20070-3/09-2025/1037(N)-(L),14 Sep 2023,13 Sep 2025,"RM 325,000.00",84.00mps - 89.00mps,RUMAH TERES,1.0,0,0,84 - 89,17.0,16.0,"325,000.00","350,000.00",28.53,"[""5.829734, 102.528512""]",,https://teduh.kpkt.gov.my/project-swasta/20070-3,"(461, '20070-3')",131.0
595,132,2 0 1 8 8 - 1 - A U S T I N   S U R A,AUSTIN REWARD SDN. BHD.,20188,20188/11-2026/1408(R),26 Nov 2023,25 Nov 2026,-,-,-,"20188-1,",LEWAT,20188-1/11-2024/1702(R)-(L),26 Nov 2023,25 Nov 2024,"RM 498,000.00",166.25mps - 199.75mps,RUMAH BERKEMBAR,2.0,0,0,166 - 200,16.0,8.0,"498,000.00","642,000.00",43.91,"[""4.712308, 103.417520""]",,https://teduh.kpkt.gov.my/project-swasta/20188-1,"(474, '20188-1')",132.0
596,133,2 0 2 0 3 - 1 - D E S A   R I M B U N   A M A N I,RPG CAPITAL & DEVELOPMENT SDN. BHD.,20203,20203-1/12-2023/0924(L),14 Dec 2021,13 Dec 2023,-,-,www.rimbunprimaproperty.my,"20203-1,",BERJALAN LANCAR,20203-1/12-2023/0924(P),14 Dec 2021,13 Dec 2023,"RM 350,000.00",0.00mps,RUMAH BERKEMBAR,1.0,0,0,0,2.0,2.0,"350,000.00","365,000.00",0.0,"[""5.374231, 103.059153""]",,https://teduh.kpkt.gov.my/project-swasta/20203-1,"(435, '20203-1')",133.0
597,134,2 0 2 0 3 - 1 - D E S A   R I M B U N   A M A N I,RPG CAPITAL & DEVELOPMENT SDN. BHD.,20203,20203-1/12-2023/0924(L),14 Dec 2021,13 Dec 2023,-,-,www.rimbunprimaproperty.my,"20203-1,",BERJALAN LANCAR,20203-1/12-2023/0924(P),14 Dec 2021,13 Dec 2023,"RM 350,000.00",0.00mps,RUMAH BERKEMBAR,1.0,0,0,0,4.0,4.0,"350,000.00","350,000.00",0.0,"[""5.374231, 103.059153""]",,https://teduh.kpkt.gov.my/project-swasta/20203-1,"(435, '20203-1')",134.0
598,135,2 0 2 0 3 - 1 - D E S A   R I M B U N   A M A N I,RPG CAPITAL & DEVELOPMENT SDN. BHD.,20203,20203-1/12-2023/0924(L),14 Dec 2021,13 Dec 2023,-,-,www.rimbunprimaproperty.my,"20203-1,",BERJALAN LANCAR,20203-1/12-2023/0924(P),14 Dec 2021,13 Dec 2023,"RM 350,000.00",0.00mps,RUMAH BERKEMBAR,1.0,0,0,0,4.0,4.0,"350,000.00","350,000.00",0.0,"[""5.374231, 103.059153""]",,https://teduh.kpkt.gov.my/project-swasta/20203-1,"(435, '20203-1')",135.0
599,136,2 0 2 0 3 - 1 - D E S A   R I M B U N   A M A N I,RPG CAPITAL & DEVELOPMENT SDN. BHD.,20203,20203-1/12-2023/0924(L),14 Dec 2021,13 Dec 2023,-,-,www.rimbunprimaproperty.my,"20203-1,",BERJALAN LANCAR,20203-1/12-2023/0924(P),14 Dec 2021,13 Dec 2023,"RM 350,000.00",0.00mps,RUMAH BERKEMBAR,1.0,0,0,0,2.0,2.0,"350,000.00","365,000.00",0.0,"[""5.374231, 103.059153""]",,https://teduh.kpkt.gov.my/project-swasta/20203-1,"(435, '20203-1')",136.0
600,137,2 0 2 3 9 - 2 - T A M A N   S E R I   K E P A S   P U T E R A,SERIBU GROUP DEVELOPER SDN. BHD.,20239,20239/02-2029/0088(R),24 Feb 2024,23 Feb 2029,096962200,seribugroup@gmail.com,-,"20239-2,",BERJALAN LANCAR,20239-2/12-2024/0389(N)-(L),06 Dec 2022,05 Dec 2024,"RM 310,000.00",99.03mps - 101.45mps,RUMAH TERES,1.0,3,2,99 - 101,23.0,5.0,"310,000.00","330,000.00",78.7,"[""5.778447, 102.558715""]",,https://teduh.kpkt.gov.my/project-swasta/20239-2,"(479, '20239-2')",137.0
601,138,2 0 2 3 9 - 3 - T A M A N   S E R I   H A J I   S A L I M,SERIBU GROUP DEVELOPER SDN. BHD.,20239,20239/02-2029/0088(R),24 Feb 2024,23 Feb 2029,096962200,seribugroup@gmail.com,-,"20239-3,",BERJALAN LANCAR,20239-3/11-2025/1233(N)-(L),09 Nov 2023,08 Nov 2025,"RM 300,000.00",95.02mps - 97.81mps,RUMAH TERES,1.0,0,0,95 - 98,20.0,16.0,"300,000.00","320,000.00",5.0,"[""5.742430, 102.603418""]",,https://teduh.kpkt.gov.my/project-swasta/20239-3,"(484, '20239-3')",138.0
602,139,3 0 0 3 5 - 1 - T A M A N   S E R A D A   I N D A H   2,AD MEGA CONSTRUCTION SDN. BHD.,30035,30035/04-2027/0034(A),02 Apr 2022,01 Apr 2027,096263979,ad_group808@yahoo.com.my,-,"30035-1,",BERJALAN LANCAR,30035-1/12-2024/0423(N)-(L),15 Dec 2022,14 Dec 2024,"RM 260,000.00",103.60mps,RUMAH TERES,1.0,0,0,104,14.0,14.0,"260,000.00","310,000.00",35.72,"[""5.266324, 103.047813""]",,https://teduh.kpkt.gov.my/project-swasta/30035-1,"(402, '30035-1')",139.0
603,140,3 0 0 6 1 - 1 - Y M H   D E V E L O P M E N T   S D N   B H D,YMH DEVELOPMENT SDN. BHD.,30061,30061/04-2027/0060(A),22 Apr 2022,21 Apr 2027,095130987,ymhdevelopmentsdnbhd@outlook.com,-,"30061-1,",BERJALAN LANCAR,30061-1/12-2024/0387(N)-(L),06 Dec 2022,05 Dec 2024,"RM 360,888.00","1,190.00mps - 1,326.00mps",RUMAH BERKEMBAR,1.0,0,0,"1,190 - 1,326",24.0,24.0,"360,888.00","479,888.00",0.0,"[""4.263192, 103.440052""]",,https://teduh.kpkt.gov.my/project-swasta/30061-1,"(419, '30061-1')",140.0
604,141,3 0 1 4 5 - 1 - T A M A N   H A J I   Y U S O F,KP BETA SOLUTION SDN. BHD.,30145,30145/08-2027/0144(A),17 Aug 2022,16 Aug 2027,096229994,kpbetasolution@gmail.com,-,"30145-1,",BERJALAN LANCAR,30145-1/03-2025/0250(N)-(L),09 Mar 2023,08 Mar 2025,"RM 200,000.00",78.00mps - 186.00mps,RUMAH TERES,2.0,0,0,186,2.0,0.0,"380,000.00","380,000.00",0.0,"[""5.186615, 103.088399""]",,https://teduh.kpkt.gov.my/project-swasta/30145-1,"(462, '30145-1')",141.0
605,142,3 0 1 4 5 - 1 - T A M A N   H A J I   Y U S O F,KP BETA SOLUTION SDN. BHD.,30145,30145/08-2027/0144(A),17 Aug 2022,16 Aug 2027,096229994,kpbetasolution@gmail.com,-,"30145-1,",BERJALAN LANCAR,30145-1/03-2025/0250(N)-(L),09 Mar 2023,08 Mar 2025,"RM 200,000.00",78.00mps - 186.00mps,RUMAH TERES,1.0,0,0,78,13.0,4.0,"200,000.00","230,000.00",75.0,"[""5.186615, 103.088399""]",,https://teduh.kpkt.gov.my/project-swasta/30145-1,"(462, '30145-1')",142.0
606,143,3 0 3 4 0 - 1 - T A M A N   H A J J A H   W A N   F A T I M A H   2,RYS REALTY VENTURES SDN. BHD.,30340,30340/01-2028/0017(A),10 Jan 2023,09 Jan 2028,097888888,rypsboffice@gmail.com,-,"30340-1,",BERJALAN LANCAR,30340-1/05-2025/0563(N)-(L),19 May 2023,18 May 2025,"RM 500,000.00",129.51mps,RUMAH SESEBUAH,1.0,0,0,130,5.0,5.0,"500,000.00","550,000.00",8.0,"[""5.738906, 102.447492""]",,https://teduh.kpkt.gov.my/project-swasta/30340-1,"(400, '30340-1')",143.0
607,144,3 0 4 0 7 - 1 - T A M A N   B U K I T   K U A N G   I D A M A N,SMA BERKAT (M) SDN. BHD.,30407,30407/03-2028/0084(A),15 Mar 2023,14 Mar 2028,098623391,admin@smaberkat.com.my,-,"30407-1,",BERJALAN LANCAR,30407-1/10-2025/1129(N)-(L),12 Oct 2023,11 Oct 2025,"RM 280,000.00",83.52mps - 183.00mps,RUMAH TERES,1.0,0,0,84,16.0,15.0,"280,000.00","352,000.00",5.0,"[""4.264931, 103.431384""]",,https://teduh.kpkt.gov.my/project-swasta/30407-1,"(482, '30407-1')",144.0
608,145,3 0 4 0 7 - 1 - T A M A N   B U K I T   K U A N G   I D A M A N,SMA BERKAT (M) SDN. BHD.,30407,30407/03-2028/0084(A),15 Mar 2023,14 Mar 2028,098623391,admin@smaberkat.com.my,-,"30407-1,",BERJALAN LANCAR,30407-1/10-2025/1129(N)-(L),12 Oct 2023,11 Oct 2025,"RM 280,000.00",83.52mps - 183.00mps,RUMAH TERES,2.0,0,0,174 - 183,7.0,7.0,"398,800.00","460,000.00",5.0,"[""4.264931, 103.431384""]",,https://teduh.kpkt.gov.my/project-swasta/30407-1,"(482, '30407-1')",145.0
609,146,3 0 4 2 5 - 1 - N I L A I   U N G G U L   D E V E L O P M E N T   S D N   B H D,NILAI UNGGUL DEVELOPMENT SDN. BHD.,30425,30425/04-2028/0102(A),10 Apr 2023,09 Apr 2028,098587766,nilaiunggul.development@gmail.com,-,"30425-1,",BERJALAN LANCAR,30425-1/08-2025/0945(N)-(L),22 Aug 2023,21 Aug 2025,"RM 274,850.00",113.10mps - 115.50mps,RUMAH TERES,1.0,0,0,113 - 116,27.0,27.0,"274,850.00","366,850.00",23.33,"[""4.316981, 103.443952""]",,https://teduh.kpkt.gov.my/project-swasta/30425-1,"(448, '30425-1')",146.0
610,147,3 0 4 2 7 - 1 - P R O J E K   P E R U M A H A N   M A M P U   M I L I K   P A S I R   A K A R,WANLAND METRO SDN. BHD.,30427,30427/04-2028/0104(A),11 Apr 2023,10 Apr 2028,037931373,wanlandmetro@yahoo.com.my,wanlandmetro sdn bhd,"30427-1,",BELUM MULA,30427-1/10-2025/1098(N)-(L),02 Oct 2023,01 Oct 2025,"RM 80,000.00",74.46mps - 444.50mps,RUMAH KEDAI (G),2.0,0,0,288 - 445,8.0,8.0,"600,000.00","774,645.39",0.0,,,https://teduh.kpkt.gov.my/project-swasta/30427-1,"(446, '30427-1')",147.0
611,148,3 0 4 2 7 - 1 - P R O J E K   P E R U M A H A N   M A M P U   M I L I K   P A S I R   A K A R,WANLAND METRO SDN. BHD.,30427,30427/04-2028/0104(A),11 Apr 2023,10 Apr 2028,037931373,wanlandmetro@yahoo.com.my,wanlandmetro sdn bhd,"30427-1,",BELUM MULA,30427-1/10-2025/1098(N)-(L),02 Oct 2023,01 Oct 2025,"RM 80,000.00",74.46mps - 444.50mps,RUMAH TERES,1.0,0,0,84,280.0,280.0,"185,000.00","309,872.28",0.0,,,https://teduh.kpkt.gov.my/project-swasta/30427-1,"(446, '30427-1')",148.0
612,149,3 0 4 2 7 - 1 - P R O J E K   P E R U M A H A N   M A M P U   M I L I K   P A S I R   A K A R,WANLAND METRO SDN. BHD.,30427,30427/04-2028/0104(A),11 Apr 2023,10 Apr 2028,037931373,wanlandmetro@yahoo.com.my,wanlandmetro sdn bhd,"30427-1,",BELUM MULA,30427-1/10-2025/1098(N)-(L),02 Oct 2023,01 Oct 2025,"RM 80,000.00",74.46mps - 444.50mps,RUMAH TERES,1.0,0,0,74,68.0,68.0,"80,000.00","244,166.08",0.0,,,https://teduh.kpkt.gov.my/project-swasta/30427-1,"(446, '30427-1')",149.0
613,150,5 5 8 4 - 2 6 - L A M A N   D E   S U R A,N D PROPERTIES SDN. BHD.,5584,5584/02-2026/0110(R),23 Feb 2023,22 Feb 2026,-,-,-,"5584-26,",SIAP DENGAN: CCC PENUH,5584-26/06-2020/02168(P),21 Jun 2019,20 Jun 2020,"RM 395,000.00",171.00mps,RUMAH TERES,2.0,0,0,171,26.0,1.0,"395,000.00","460,000.00",100.0,"[""4.753711, 103.418249""]",,https://teduh.kpkt.gov.my/project-swasta/5584-26,"(250, '5584-26')",150.0
614,151,5 5 8 4 - 2 7 - T A M A N   S E R A I   I M P I A N,N D PROPERTIES SDN. BHD.,5584,5584/02-2026/0110(R),23 Feb 2023,22 Feb 2026,-,-,-,"5584-27,",SIAP DENGAN: CCC PENUH,5584-27/02-2023/01383(A)-(L),23 Feb 2022,22 Feb 2023,"RM 230,000.00",101.00mps - 111.00mps,RUMAH TERES,1.0,3,2,111,14.0,0.0,"250,000.00","380,000.00",100.0,"[""4.797091, 103.400380""]",,https://teduh.kpkt.gov.my/project-swasta/5584-27,"(475, '5584-27')",151.0
615,152,5 5 8 4 - 2 7 - T A M A N   S E R A I   I M P I A N,N D PROPERTIES SDN. BHD.,5584,5584/02-2026/0110(R),23 Feb 2023,22 Feb 2026,-,-,-,"5584-27,",SIAP DENGAN: CCC PENUH,5584-27/02-2023/01383(A)-(L),23 Feb 2022,22 Feb 2023,"RM 230,000.00",101.00mps - 111.00mps,RUMAH TERES,1.0,3,2,101,15.0,0.0,"230,000.00","305,000.00",100.0,"[""4.797091, 103.400380""]",,https://teduh.kpkt.gov.my/project-swasta/5584-27,"(475, '5584-27')",152.0
616,153,5 9 9 5 - 1 - B A N D A R   B A R U   B U K I T   M E N T O K   -   F A S A   1,ASM DEVELOPMENT (TERENGGANU) SDN. BHD.,5995,5995/05-2027/0724(A),04 May 2022,03 May 2027,-,-,-,"5995-1,",-,5995/1212/2002(09),13 Sep 2001,12 Sep 2002,RM 0.00,0.00mps,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/5995-1,"(251, '5995-1')",153.0
617,154,5 9 9 5 - 2 - B A N D A R   B A R U   B U K I T   M E N T O K   -   F A S A   2,ASM DEVELOPMENT (TERENGGANU) SDN. BHD.,5995,5995/05-2027/0724(A),04 May 2022,03 May 2027,-,-,-,"5995-2,",-,5995/1822/2002(09),25 Sep 2001,24 Sep 2002,RM 0.00,0.00mps,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/5995-2,"(252, '5995-2')",154.0
618,155,5 9 9 5 - 3 - B A N D A R   B A R U   B U K I T   M E N T O K,ASM DEVELOPMENT (TERENGGANU) SDN. BHD.,5995,5995/05-2027/0724(A),04 May 2022,03 May 2027,-,-,-,"5995-3,",SIAP DENGAN: CFO PENUH,5995-3/1812/2004(09),09 Sep 2003,08 Sep 2004,"RM 30,000.00",62.80mps,RUMAH TERES,1.0,0,0,63,74.0,0.0,"30,000.00","54,145.44",100.0,"[""4.235536, 103.401298""]",,https://teduh.kpkt.gov.my/project-swasta/5995-3,"(253, '5995-3')",155.0
619,156,5 9 9 5 - 3 - B A N D A R   B A R U   B U K I T   M E N T O K,ASM DEVELOPMENT (TERENGGANU) SDN. BHD.,5995,5995/05-2027/0724(A),04 May 2022,03 May 2027,-,-,-,"5995-3,",SIAP DENGAN: CFO PENUH,5995-3/1812/2004(09),09 Sep 2003,08 Sep 2004,"RM 30,000.00",62.80mps,RUMAH TERES,1.0,0,0,63,130.0,0.0,"55,440.00","81,799.00",100.0,"[""4.235536, 103.401298""]",,https://teduh.kpkt.gov.my/project-swasta/5995-3,"(253, '5995-3')",156.0
