,index,Nama Pemaju,Kod Pemaju,No. Lesen,Tarikh Mula Lesen,Tarikh Tamat Lesen,No. Telefon,Emel,Laman Web,Kod Pemajuan,Status Projek (Keseluruhan),No. Permit,Tarikh Mula Permit,Tarikh Tamat Permit,Harga Bermula,Keluasan,Bil. Tingkat,Bil. Bilik,Bil. Tandas,Keluasan Binaan (mps),Bil. Unit,Anggaran Baki Unit,Harga Minimum (RM),Harga Maksimum (RM),Peratus Sebenar %,Status Projek,0,Location,Address,Link,Website Location,Page
399,8 4 7 - 8 - L E O N G   W A N   D E V E L O P M E N T   S D N . B H D .,LEONG WAN DEVELOPMENT SDN. BHD.,847,847-9/11-2015/02510(L),27-Nov-14,26-Nov-15,-,-,-,"847-8,",SIAP DENGAN: CFO PENUH,847-8/2248/2011(11),15-Nov-10,14-Nov-11,"RM255,000.00",0mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/847-8,23,13
400,8 4 7 - 9 - L E O N G   W A N   D E V E L O P M E N T   S D N   B H D,LEONG WAN DEVELOPMENT SDN. BHD.,847,847-9/11-2015/02510(L),27-Nov-14,26-Nov-15,-,-,-,"847-9,",SIAP DENGAN: CCC PENUH,847-9/11-2015/02510(P),27-Nov-14,26-Nov-15,"RM368,000.00",185mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/847-9,23,14
401,9 0 4 - 1 - T A M A N   S R I   A I R   P U T I H   ( P 1 ),OW CONSTRUCTION SDN. BHD.,904,904/02-2026/0045(A),5-Feb-23,4-Feb-26,-,ocsb23@gmail.com,-,"904-1,",-,904/295/1987(05),7-May-86,6-May-87,RM0.00,0mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/904-1,23,15
402,9 0 4 - 2 - T A M A N   H A J I   A H M A D,OW CONSTRUCTION SDN. BHD.,904,904/02-2026/0045(A),5-Feb-23,4-Feb-26,-,ocsb23@gmail.com,-,"904-2,",-,904/323/2002(03),2-Mar-01,1-Mar-02,RM0.00,0mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/904-2,23,16
403,9 0 4 - 3 - T A M A N   H A J I   A H M A D   -   F A S A   2,OW CONSTRUCTION SDN. BHD.,904,904/02-2026/0045(A),5-Feb-23,4-Feb-26,-,ocsb23@gmail.com,-,"904-3,",-,904-3/365/2004(03),7-Mar-03,6-Mar-04,RM0.00,0mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/904-3,23,17
404,9 0 4 - 4 - T A M A N   G A L I N G   V I E W,OW CONSTRUCTION SDN. BHD.,904,904/02-2026/0045(A),5-Feb-23,4-Feb-26,-,ocsb23@gmail.com,-,"904-4,",SIAP DENGAN: CFO PENUH,904-4/441/2006(03),26-Mar-05,25-Mar-06,"RM245,000.00",0mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/904-4,23,18
405,9 0 4 - 5 - T A M A N   S E T O N G K O L   H I L L,OW CONSTRUCTION SDN. BHD.,904,904/02-2026/0045(A),5-Feb-23,4-Feb-26,-,ocsb23@gmail.com,-,"904-5,",SIAP DENGAN: CCC PENUH,904-5/09-2019/02749(P),27-Sep-18,26-Sep-19,"RM470,000.00",192mps,,,,,,,,,,,,"[""3.813877, 103.308357""]",,https://teduh.kpkt.gov.my/project-swasta/904-5,24,2
406,9 0 4 - 6 - T A M A N   K O B A T   R E S I D E N S I,OW CONSTRUCTION SDN. BHD.,904,904/02-2026/0045(A),5-Feb-23,4-Feb-26,-,ocsb23@gmail.com,-,"904-6,",SIAP DENGAN: CCC PENUH,904-6/02-2023/95(A)-(L),5-Feb-21,4-Feb-23,"RM250,000.00",93mps,,,,,,,,,,,,"[""3.832228, 103.265450""]",,https://teduh.kpkt.gov.my/project-swasta/904-6,24,3
407,9 0 4 - 7 - T A M A N   K O B A T   R E S I D E N S I   2,OW CONSTRUCTION SDN. BHD.,904,904/02-2026/0045(A),5-Feb-23,4-Feb-26,-,ocsb23@gmail.com,-,"904-7,",BERJALAN LANCAR,904-7/05-2025/0501(N)-(L),2-May-23,1-May-25,"RM313,000.00",101mps - 105mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/904-7,24,4
408,9 3 0 - 1 - T A M A N   M U T I A R A,SYARIKAT JAYA DIRI KEMAJUAN SDN. BHD.,930,930-14/08-2015/0543(L),30-Aug-13,29-Aug-15,-,-,-,"930-1,",-,930/727/1991(08),7-Aug-90,6-Aug-91,RM0.00,0mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/930-1,24,5
409,9 3 0 - 1 0 - T A M A N   P E R I,SYARIKAT JAYA DIRI KEMAJUAN SDN. BHD.,930,930-14/08-2015/0543(L),30-Aug-13,29-Aug-15,-,-,-,"930-10,",-,930/344/1993(04),10-Apr-92,9-Apr-93,RM0.00,0mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/930-10,24,6
410,9 3 0 - 1 1 - T A M A N   S R I   S E N T O S A,SYARIKAT JAYA DIRI KEMAJUAN SDN. BHD.,930,930-14/08-2015/0543(L),30-Aug-13,29-Aug-15,-,-,-,"930-11,",-,-,-,-,RM0.00,0mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/930-11,24,7
411,9 3 0 - 1 2 - S Y A R I K A T   J A Y A   D I R I   K E M A J U A N   S D N .   B H D .,SYARIKAT JAYA DIRI KEMAJUAN SDN. BHD.,930,930-14/08-2015/0543(L),30-Aug-13,29-Aug-15,-,-,-,"930-12,",SIAP DENGAN: CCC PENUH,930-12/2556/2011(12),27-Dec-10,26-Dec-11,"RM228,000.00",0mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/930-12,24,8
412,9 3 0 - 1 3 - S Y A R I K A T   J A Y A   D I R I   K E M A J U A N   S D N   B H D,SYARIKAT JAYA DIRI KEMAJUAN SDN. BHD.,930,930-14/08-2015/0543(L),30-Aug-13,29-Aug-15,-,-,-,"930-13,",SIAP DENGAN: CCC PENUH,930-13/149/2012(01),21-Jan-11,20-Jan-12,"RM228,000.00",0mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/930-13,24,9
413,9 3 0 - 1 4 - S Y A R I K A T   J A Y A   D I R I   K E M A J U A N   S D N .   B H D .,SYARIKAT JAYA DIRI KEMAJUAN SDN. BHD.,930,930-14/08-2015/0543(L),30-Aug-13,29-Aug-15,-,-,-,"930-14,",SIAP DENGAN: CCC PENUH,930-14/08-2015/0543(P),30-Aug-13,29-Aug-15,"RM350,000.00",106mps - 181mps,,,,,,,,,,,,"[""1.872605, 102.968138""]",,https://teduh.kpkt.gov.my/project-swasta/930-14,24,10
414,9 3 0 - 2 - T A M A N   S R I   W A N G I   Y O N G   P E N G,SYARIKAT JAYA DIRI KEMAJUAN SDN. BHD.,930,930-14/08-2015/0543(L),30-Aug-13,29-Aug-15,-,-,-,"930-2,",-,930/818/1997(07),17-Jul-96,16-Jul-97,RM0.00,0mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/930-2,24,11
415,9 3 0 - 3 - T A M A N   M U T I A R A   I   &   I I,SYARIKAT JAYA DIRI KEMAJUAN SDN. BHD.,930,930-14/08-2015/0543(L),30-Aug-13,29-Aug-15,-,-,-,"930-3,",-,-,-,-,RM0.00,0mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/930-3,24,12
416,9 3 0 - 5 - T A M A N   C E R A H   F A S A   I   &   I I,SYARIKAT JAYA DIRI KEMAJUAN SDN. BHD.,930,930-14/08-2015/0543(L),30-Aug-13,29-Aug-15,-,-,-,"930-5,",-,930/1249/1992(11),27-Nov-91,26-Nov-92,RM0.00,0mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/930-5,24,13
417,9 3 0 - 6 - T A M A N   B A K R I,SYARIKAT JAYA DIRI KEMAJUAN SDN. BHD.,930,930-14/08-2015/0543(L),30-Aug-13,29-Aug-15,-,-,-,"930-6,",-,930/819/1997(07),17-Jul-96,16-Jul-97,RM0.00,0mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/930-6,24,14
418,9 3 0 - 7 - T A M A N   B A K R I,SYARIKAT JAYA DIRI KEMAJUAN SDN. BHD.,930,930-14/08-2015/0543(L),30-Aug-13,29-Aug-15,-,-,-,"930-7,",-,930/293/1993(03),13-Mar-92,12-Mar-93,RM0.00,0mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/930-7,24,15
419,9 3 0 - 8 - S R I   D A M A I,SYARIKAT JAYA DIRI KEMAJUAN SDN. BHD.,930,930-14/08-2015/0543(L),30-Aug-13,29-Aug-15,-,-,-,"930-8,",-,930/949/1994(09),3-Sep-93,2-Sep-94,RM0.00,0mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/930-8,24,16
420,9 3 0 - 9 - T A M A N   P E R I,SYARIKAT JAYA DIRI KEMAJUAN SDN. BHD.,930,930-14/08-2015/0543(L),30-Aug-13,29-Aug-15,-,-,-,"930-9,",-,930/1459/1997(12),3-Dec-96,2-Dec-97,RM0.00,0mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/930-9,24,17
421,9 3 1 - 1 - T A M A N   S H A H A B,SYARIKAT SAKAN SENDIRIAN BERHAD,931,931/01-2028/0554(R),19-Jan-23,18-Jan-28,-,sakanhome@gmail.com,-,"931-1,",SIAP DENGAN: CFO PENUH,-,-,-,RM0.00,0mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/931-1,24,18
422,9 3 1 - 1 0 - T A M A N   S H A H A B   2,SYARIKAT SAKAN SENDIRIAN BERHAD,931,931/01-2028/0554(R),19-Jan-23,18-Jan-28,-,sakanhome@gmail.com,-,"931-10,",SIAP DENGAN: CFO PENUH,931-10/2182/2005(12),7-Dec-04,6-Dec-05,RM0.00,0mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/931-10,25,2
423,9 3 1 - 1 1 - T A M A N   D E S A   I M P I A N A,SYARIKAT SAKAN SENDIRIAN BERHAD,931,931/01-2028/0554(R),19-Jan-23,18-Jan-28,-,sakanhome@gmail.com,-,"931-11,",-,931-11/974/2006(05),4-May-05,3-May-06,RM0.00,0mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/931-11,25,3
424,9 3 1 - 1 2 - L O T   2 0 5 7,SYARIKAT SAKAN SENDIRIAN BERHAD,931,931/01-2028/0554(R),19-Jan-23,18-Jan-28,-,sakanhome@gmail.com,-,"931-12,",SIAP DENGAN: CFO PENUH,931-12/803/2010(04),23-Apr-09,22-Apr-10,"RM180,000.00",0mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/931-12,25,4
425,9 3 1 - 1 3 - L O T   1 2 5,SYARIKAT SAKAN SENDIRIAN BERHAD,931,931/01-2028/0554(R),19-Jan-23,18-Jan-28,-,sakanhome@gmail.com,-,"931-13,",SIAP DENGAN: CFO PENUH,931-13/700/2012(03),7-Apr-11,1-Mar-12,"RM246,500.00",0mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/931-13,25,5
426,9 3 1 - 1 4 - P T   1 2 8 0 0,SYARIKAT SAKAN SENDIRIAN BERHAD,931,931/01-2028/0554(R),19-Jan-23,18-Jan-28,-,sakanhome@gmail.com,-,"931-14,",SIAP DENGAN: CCC PENUH,931-14/1650/2012(08),12-Aug-11,11-Aug-12,"RM231,750.00",0mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/931-14,25,6
427,9 3 1 - 1 5 - B E L U M   A D A   N A M A,SYARIKAT SAKAN SENDIRIAN BERHAD,931,931/01-2028/0554(R),19-Jan-23,18-Jan-28,-,sakanhome@gmail.com,-,"931-15,",SIAP DENGAN: CCC PENUH,931-15/2619/2012(12),8-Dec-11,7-Dec-12,"RM229,000.00",0mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/931-15,25,7
428,9 3 1 - 1 6 - T A M A N   M A Y A N G   S A R I,SYARIKAT SAKAN SENDIRIAN BERHAD,931,931/01-2028/0554(R),19-Jan-23,18-Jan-28,-,sakanhome@gmail.com,-,"931-16,",SIAP DENGAN: CCC PENUH,931-16/12-2014/01454(P),17-Dec-13,16-Dec-14,"RM275,000.00",98mps - 101mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/931-16,25,8
429,9 3 1 - 1 7 - T A M A N   D E S A   A R A,SYARIKAT SAKAN SENDIRIAN BERHAD,931,931/01-2028/0554(R),19-Jan-23,18-Jan-28,-,sakanhome@gmail.com,-,"931-17,",SIAP DENGAN: CCC PENUH,931-17/04-2017/0326(P),22-Apr-15,21-Apr-17,"RM195,000.00",89mps - 139mps,,,,,,,,,,,,"[""6.099920, 100.391450""]",,https://teduh.kpkt.gov.my/project-swasta/931-17,25,9
430,9 3 1 - 1 8 - S Y A R I K A T   S A K A N   S E N D I R I A N   B E R H A D,SYARIKAT SAKAN SENDIRIAN BERHAD,931,931/01-2028/0554(R),19-Jan-23,18-Jan-28,-,sakanhome@gmail.com,-,"931-18,",SIAP DENGAN: CCC PENUH,931-18/10-2022/0408(R)-(L),24-Oct-19,23-Oct-22,"RM389,000.00",116mps - 138mps,,,,,,,,,,,,"[""6.193554, 100.426348""]",,https://teduh.kpkt.gov.my/project-swasta/931-18,25,10
431,9 3 1 - 1 9 - S Y A R I K A T   S A K A N   S E N D I R I A N   B E R H A D,SYARIKAT SAKAN SENDIRIAN BERHAD,931,931/01-2028/0554(R),19-Jan-23,18-Jan-28,-,sakanhome@gmail.com,-,"931-19,",SIAP DENGAN: CCC PENUH,931-19/01-2023/01075(P),19-Jan-22,18-Jan-23,"RM259,000.00",0mps - 102mps,,,,,,,,,,,,"[""6.117547, 100.396233""]",,https://teduh.kpkt.gov.my/project-swasta/931-19,25,11
432,9 3 1 - 2 0 - T A M A N   T U N K U   M O H D   J I W A   ( T T M J ),SYARIKAT SAKAN SENDIRIAN BERHAD,931,931/01-2028/0554(R),19-Jan-23,18-Jan-28,-,sakanhome@gmail.com,-,"931-20,",BERJALAN LANCAR,931-20/01-2025/0079(N)-(L),25-Jan-23,24-Jan-25,"RM285,000.00",84mps - 96mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/931-20,25,12
433,9 3 1 - 3 - K O M P L E K   Z A R A H   ( P 3 ),SYARIKAT SAKAN SENDIRIAN BERHAD,931,931/01-2028/0554(R),19-Jan-23,18-Jan-28,-,sakanhome@gmail.com,-,"931-3,",-,931/192/1986(03),4-Mar-85,3-Mar-86,RM0.00,0mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/931-3,25,13
434,9 3 1 - 4 - T A M A N   M U R N I   ( P 4 ),SYARIKAT SAKAN SENDIRIAN BERHAD,931,931/01-2028/0554(R),19-Jan-23,18-Jan-28,-,sakanhome@gmail.com,-,"931-4,",-,931/330/1987(05),25-May-86,24-May-87,RM0.00,0mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/931-4,25,14
435,9 3 1 - 5 - T A M A N   S R I   M E N A N T I   ( P 5 ),SYARIKAT SAKAN SENDIRIAN BERHAD,931,931/01-2028/0554(R),19-Jan-23,18-Jan-28,-,sakanhome@gmail.com,-,"931-5,",-,931/310/1993(03),21-Mar-92,20-Mar-93,RM0.00,0mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/931-5,25,15
436,9 3 1 - 7 - D E S A   K A M E L A,SYARIKAT SAKAN SENDIRIAN BERHAD,931,931/01-2028/0554(R),19-Jan-23,18-Jan-28,-,sakanhome@gmail.com,-,"931-7,",-,931/707/1994(07),18-Jul-93,17-Jul-94,RM0.00,0mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/931-7,25,16
437,9 3 1 - 8 - T A M A N   D E S A   B A I D U R I,SYARIKAT SAKAN SENDIRIAN BERHAD,931,931/01-2028/0554(R),19-Jan-23,18-Jan-28,-,sakanhome@gmail.com,-,"931-8,",-,931/1630/1999(11),7-Nov-98,6-Nov-99,RM0.00,0mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/931-8,25,17
438,9 3 1 - 9 - D E S A   K A M E L A   F A S A   3,SYARIKAT SAKAN SENDIRIAN BERHAD,931,931/01-2028/0554(R),19-Jan-23,18-Jan-28,-,sakanhome@gmail.com,-,"931-9,",-,931/1418/2002(08),28-Aug-01,27-Aug-02,RM0.00,0mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/931-9,25,18
